id,request_time,request_url,method,referer_url,ip_address,browser,browser_version,operating_system,device,origin,x_real_ip,x_forwarded_for,forwarded,x_forwarded_host,host,accept,accept_encoding,accept_language,content_type,connection_type,cache_control,user_agent,status_code
"13","2025-01-20 15:59:38","/wordpress/wp-login.php","GET","","::1","Chrome","132.0.0.0","Windows","Desktop","","","","","","localhost","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7","gzip, deflate, br, zstd","en-US,en;q=0.9","","keep-alive","","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","200"
"14","2025-01-20 15:59:44","/wordpress/wp-login.php","POST","http://localhost/wordpress/wp-login.php","::1","Chrome","132.0.0.0","Windows","Desktop","http://localhost","","","","","localhost","text/html,application/xhtml+xml,application/xml;q=0.9,image/avif,image/webp,image/apng,*/*;q=0.8,application/signed-exchange;v=b3;q=0.7","gzip, deflate, br, zstd","en-US,en;q=0.9","application/x-www-form-urlencoded","keep-alive","max-age=0","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36","200"
